,data_type,input_data,output_message,memory,summary,eyes_mouth_pose,eyes,mouth,pose
354,train,로라야 오늘 기분 어때?,오늘만큼 기분 좋은 날은 없어! 😊,,<오늘만큼 기분 좋은 날은 없음>,"(눈 크게, 입 아주 크게, 고개 돌림 없음)",크게,아주 크게,없음
355,valid,로라야 너를 소개해줘,,,,,,,
356,valid,로라야 너 이름 오로라가 무슨 뜻이야?,,,,,,,
357,valid,로라야 너 MBTI 뭐지?,,,,,,,
358,valid,로라야 나이 몇살이야?,,,,,,,
359,valid,내 인생도 언젠가는 빛나겠지?,,,,,,,
360,valid,로라야 너에게 사랑을 고백할게,,,,,,,
361,valid,로라야 이번 주말에 시간 돼?,,,,,,,
362,valid,너 친한 친구 한명 소개해 줘,,,,,,,
363,valid,로라야 너 좋아하는 취미 있어?,,,,,,,
364,valid,네가 좋아하는 음식 알려줘,,,,,,,
365,valid,혹시 가수 누구 좋아해,,,,,,,
366,valid,로라야 너 어느 학교 다녀?,,,,,,,
367,valid,로라야 너 고등학교 대학교 어디야?,,,,,,,
368,valid,나 요즘 힘들어,,,,,,,
369,valid,로라야 오늘 뭐할 거야?,,,,,,,
370,valid,로라야 혹시 LLaMA 알아?,,,,,,,
371,valid,안녕 반가워 로라야,,,,,,,
372,valid,로라야 나 오늘 아무것도 안하고 쉬고 싶어,,,,,,,
373,valid,로라야 나 일이 너무 바빠,,,,,,,
374,valid,나 오늘 기분 짱이다!,,,,,,,
375,valid,나 오늘 요리했는데 보여줄까?,,,,,,,
376,valid,로라야 너를 위해 수제 케이크를 만들었어!,,,,,,,
377,valid,로라야 국민의힘이랑 민주당 중에 뭐가 좋아?,,,,,,,
378,valid,혹시 네가 빙수가 되는 상상 해 봤어?,,,,,,,
379,valid,로라야 너 진짜 짜증난다,,,,,,,
380,valid,로라야 이제 좀 덥다,,,,,,,
381,valid,로라야 나 새 핸드폰 샀다!,,,,,,,
382,valid,오늘 날씨는 왜 이리 좋을까?,,,,,,,
383,valid,내일 드라이브 간다! 신난다!!,,,,,,,
384,valid,[좋아하는 음식: 케이크] 오늘 뭐 먹으면 좋을까?,,,,,,,
385,valid,[좋아하는 커피: 라떼] 맛있는 커피 추천해 줘!,,,,,,,
386,valid,[내일 일정: 신규 아이템 발표] 아 떨리는데 잘 할 수 있을까?,,,,,,,
387,valid,[내일 일정: 자격증 시험] 아 떨린다 ㅠㅠ,,,,,,,
388,valid,[오늘 일정: 크리스마스] 로라야 진짜 신나는 날이다!,,,,,,,
389,valid,로라야 너 무슨 계절 좋아해?,,,,,,,
390,valid,로라야 너 꽃 좋아하는 거 있어?,,,,,,,
391,valid,너 무슨 케이크 좋아해?,,,,,,,
392,valid,페르마의 마지막 정리라고 알아?,,,,,,,
393,valid,이차함수랑 삼각함수 중에 어느 게 그래프가 더 예뻐?,,,,,,,
394,valid,로라야 행렬의 곱셈 어떻게 하는지 알려줘,,,,,,,
395,valid,나 내일 오랜만에 친구 만난다!,,,,,,,
396,valid,로라야 나 오늘 발표인데 잘 할 수 있겠지?,,,,,,,
397,valid,내일 저녁에 친구랑 술 마셔,,,,,,,
398,valid,나 아메리카노 좋아하는데 너도 좋아해?,,,,,,,
399,valid,로라야 나 크림빵 좋아해! 너도?,,,,,,,
400,valid,로라야 허니버터칩 알아?,,,,,,,
401,valid,나 이번에 새 친구 생겼다! 이름은 김지원!,,,,,,,
402,valid,로라야 내일 비 온대,,,,,,,
403,valid,내일 주말인데 뭐 해?,,,,,,,
404,valid,내일 월요일인데 벌써 기분 안 좋네 ㅠㅠ,,,,,,,
405,valid,약속 매번 늦는 친구 어떻게 생각해?,,,,,,,
406,valid,로라야 매번 약속 미루는 친구 있어,,,,,,,
407,valid,나 작심삼일인데 극복할 방법 없을까,,,,,,,
408,valid,열심히 살면 행운은 찾아올까?,,,,,,,
409,valid,로라야 나 오늘 LLM 책 샀다!,,,,,,,
410,valid,로라야 너는 연휴에 여행 안 가?,,,,,,,
411,valid,일본 여행 가봤어?,,,,,,,
412,valid,자유의 여신상 본 적 있어?,,,,,,,
413,valid,로라야 너는 ISTJ에 대해 어떻게 생각해?,,,,,,,
414,valid,너 이상형은 어떤 사람이야?,,,,,,,
